epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,24.184,1.05922,0.78442,1.03892,0.7693,0.63918,0.73812,0.48096,1.13789,0.8831,1.12293,0.000677643,0.000677643,0.000677643
14,26.0059,1.03923,0.76116,1.01501,0.71835,0.71922,0.76812,0.50274,1.12534,0.90448,1.1241,0.00067003,0.00067003,0.00067003
15,27.8208,1.03821,0.73887,1.04433,0.69773,0.73572,0.76757,0.49622,1.09476,0.86161,1.0952,0.000662417,0.000662417,0.000662417
16,29.5727,0.98746,0.74146,1.02642,0.67252,0.70941,0.7255,0.47545,1.13765,0.86959,1.15187,0.000654804,0.000654804,0.000654804
17,31.3386,1.00153,0.69662,0.9999,0.68055,0.74895,0.72876,0.47404,1.07692,0.8604,1.09473,0.00064719,0.00064719,0.00064719
18,33.1178,0.9554,0.71109,1.00534,0.78515,0.75755,0.785,0.49771,1.08315,0.81596,1.08827,0.000639577,0.000639577,0.000639577
19,34.9092,0.98011,0.69609,1.01237,0.74183,0.75405,0.80417,0.53319,1.06204,0.79125,1.10156,0.000631964,0.000631964,0.000631964
20,36.7467,0.98277,0.66841,0.99113,0.7494,0.76082,0.82858,0.56103,1.05735,0.75923,1.08926,0.000624351,0.000624351,0.000624351
21,38.5878,0.96866,0.69269,1.00497,0.80959,0.78477,0.82175,0.54986,1.04544,0.7564,1.07306,0.000616738,0.000616738,0.000616738
22,40.3907,0.94864,0.62447,0.96708,0.71481,0.79199,0.80825,0.55058,1.05515,0.73288,1.07283,0.000609125,0.000609125,0.000609125
23,42.1573,0.94615,0.65775,1.01095,0.76899,0.74717,0.79859,0.5251,1.09474,0.76723,1.08791,0.000601512,0.000601512,0.000601512
24,43.9474,0.94661,0.60262,0.98321,0.71739,0.80439,0.80981,0.5372,1.0634,0.74424,1.08167,0.000593899,0.000593899,0.000593899
25,45.7222,0.97235,0.61696,0.97784,0.78143,0.81339,0.82608,0.55037,1.03201,0.71814,1.06312,0.000586286,0.000586286,0.000586286
26,47.485,0.93141,0.60769,0.96183,0.78192,0.82748,0.81876,0.55974,0.99324,0.71939,1.05072,0.000578672,0.000578672,0.000578672
27,49.2588,0.90756,0.58879,0.95735,0.75371,0.82319,0.82176,0.54916,1.05274,0.7354,1.08282,0.000571059,0.000571059,0.000571059
28,51.0401,0.90072,0.58737,0.97484,0.7709,0.82254,0.82604,0.55918,1.03038,0.70738,1.07397,0.000563446,0.000563446,0.000563446
29,52.8104,0.84925,0.56803,0.9628,0.84997,0.80662,0.83369,0.5743,1.00775,0.68386,1.05574,0.000555833,0.000555833,0.000555833
30,54.6379,0.86764,0.57436,0.95837,0.83304,0.81921,0.83653,0.57362,1.03229,0.67739,1.07681,0.00054822,0.00054822,0.00054822
31,56.416,0.84475,0.53842,0.93455,0.85183,0.75455,0.8258,0.5593,1.01545,0.70483,1.0721,0.000540607,0.000540607,0.000540607
32,58.1896,0.86081,0.55539,0.94634,0.8386,0.79639,0.83679,0.54723,1.02396,0.69325,1.07145,0.000532994,0.000532994,0.000532994
33,59.9665,0.86384,0.54522,0.93596,0.83554,0.77699,0.8468,0.57144,1.01606,0.69803,1.06615,0.000525381,0.000525381,0.000525381
34,61.7405,0.87188,0.54621,0.95162,0.847,0.76262,0.83879,0.56843,1.01091,0.68214,1.055,0.000517768,0.000517768,0.000517768
35,63.5201,0.8365,0.56815,0.9539,0.84453,0.78924,0.83866,0.56993,1.01564,0.68265,1.06335,0.000510155,0.000510155,0.000510155
36,65.3059,0.85275,0.55759,0.94826,0.85833,0.81457,0.85335,0.56529,1.00519,0.67046,1.05121,0.000502541,0.000502541,0.000502541
37,67.0977,0.82522,0.52216,0.92198,0.82489,0.80992,0.84134,0.58185,1.01859,0.69005,1.07011,0.000494928,0.000494928,0.000494928
38,68.9441,0.7931,0.50718,0.90029,0.86513,0.81587,0.84757,0.58411,1.00945,0.69442,1.05524,0.000487315,0.000487315,0.000487315
39,70.8477,0.82882,0.52456,0.94051,0.86865,0.80913,0.83898,0.58025,1.01359,0.69736,1.05553,0.000479702,0.000479702,0.000479702
40,72.6472,0.85074,0.57443,0.9848,0.84334,0.81837,0.84173,0.58366,1.00076,0.6726,1.05281,0.000472089,0.000472089,0.000472089
41,74.4238,0.80465,0.5168,0.93585,0.83121,0.83057,0.84219,0.58703,1.014,0.66863,1.08096,0.000464476,0.000464476,0.000464476
42,76.1781,0.77648,0.49736,0.92362,0.82128,0.84646,0.85087,0.59594,1.02719,0.66475,1.07979,0.000456863,0.000456863,0.000456863
43,77.9753,0.77722,0.50583,0.92379,0.82543,0.86299,0.85997,0.58787,1.00804,0.6603,1.05326,0.00044925,0.00044925,0.00044925
44,79.743,0.81086,0.52186,0.91973,0.82452,0.83105,0.85286,0.5699,1.04757,0.67571,1.08813,0.000441637,0.000441637,0.000441637
45,81.527,0.8129,0.5057,0.92993,0.87226,0.8379,0.8649,0.59683,1.02979,0.66572,1.0742,0.000434024,0.000434024,0.000434024
46,83.3423,0.7858,0.48268,0.90817,0.87105,0.81362,0.86076,0.58677,1.02884,0.6869,1.07063,0.000426411,0.000426411,0.000426411
47,85.1041,0.78449,0.48294,0.91099,0.87419,0.81836,0.87088,0.59833,1.04571,0.67922,1.07735,0.000418797,0.000418797,0.000418797
48,86.9114,0.77368,0.48544,0.91631,0.8743,0.83087,0.87527,0.59747,1.01615,0.66723,1.05073,0.000411184,0.000411184,0.000411184
49,88.6699,0.73295,0.46399,0.90524,0.86731,0.78168,0.8601,0.59556,1.00329,0.67066,1.04808,0.000403571,0.000403571,0.000403571
50,90.432,0.7529,0.46253,0.90234,0.87665,0.83142,0.86675,0.59581,0.99692,0.66361,1.03307,0.000395958,0.000395958,0.000395958
51,92.1964,0.73471,0.46273,0.89825,0.85305,0.83674,0.86898,0.60842,1.00997,0.67056,1.04348,0.000388345,0.000388345,0.000388345
52,94.0074,0.73903,0.47494,0.90864,0.82493,0.85506,0.85596,0.60103,0.98416,0.65859,1.04313,0.000380732,0.000380732,0.000380732
53,95.7799,0.7268,0.4617,0.90772,0.81755,0.8355,0.84818,0.59701,0.98594,0.66276,1.03535,0.000373119,0.000373119,0.000373119
54,97.6202,0.72015,0.45814,0.90237,0.85158,0.80308,0.85958,0.60044,0.99417,0.6442,1.04018,0.000365506,0.000365506,0.000365506
55,99.385,0.70878,0.44523,0.89258,0.85033,0.84174,0.8547,0.59705,0.98692,0.63522,1.04382,0.000357893,0.000357893,0.000357893
56,101.146,0.73044,0.45182,0.88179,0.85562,0.82945,0.84897,0.59669,0.96021,0.63775,1.04097,0.00035028,0.00035028,0.00035028
57,102.918,0.70708,0.45798,0.89948,0.87458,0.83966,0.8529,0.59657,0.99569,0.64138,1.04857,0.000342666,0.000342666,0.000342666
58,104.674,0.70349,0.44976,0.89496,0.86194,0.83537,0.85039,0.60076,0.99452,0.65685,1.05697,0.000335053,0.000335053,0.000335053
59,106.547,0.7294,0.4475,0.89938,0.82948,0.85638,0.85595,0.60097,0.98106,0.6724,1.05132,0.00032744,0.00032744,0.00032744
60,108.323,0.72549,0.45978,0.90362,0.82781,0.86962,0.8578,0.60628,0.97537,0.65571,1.05081,0.000319827,0.000319827,0.000319827
61,110.092,0.70902,0.4521,0.89311,0.8634,0.85328,0.86321,0.6138,0.96435,0.64443,1.04982,0.000312214,0.000312214,0.000312214
62,111.934,0.69557,0.43755,0.90342,0.85592,0.85883,0.86886,0.61978,0.96368,0.63812,1.04618,0.000304601,0.000304601,0.000304601
63,113.781,0.69207,0.44197,0.90056,0.86286,0.85384,0.86124,0.61075,0.98069,0.63941,1.05554,0.000296988,0.000296988,0.000296988
64,115.582,0.6867,0.44145,0.89084,0.84104,0.84474,0.85439,0.61055,0.97223,0.63191,1.05223,0.000289375,0.000289375,0.000289375
65,117.363,0.68021,0.43461,0.90056,0.82543,0.85713,0.84582,0.59833,0.95753,0.63567,1.04424,0.000281762,0.000281762,0.000281762
66,119.126,0.69061,0.43007,0.88311,0.86736,0.83769,0.8604,0.61161,0.97255,0.6465,1.04441,0.000274148,0.000274148,0.000274148
67,120.913,0.68999,0.42211,0.88904,0.89033,0.84152,0.87656,0.61396,1.0018,0.64385,1.05516,0.000266535,0.000266535,0.000266535
68,122.7,0.65352,0.41428,0.87523,0.8794,0.85603,0.8742,0.61323,1.00163,0.65705,1.06133,0.000258922,0.000258922,0.000258922
69,124.428,0.65005,0.4081,0.86788,0.87383,0.8459,0.87286,0.61617,0.99927,0.64915,1.0669,0.000251309,0.000251309,0.000251309
70,126.205,0.65006,0.41412,0.89071,0.87644,0.84076,0.87589,0.62869,0.97652,0.63433,1.05815,0.000243696,0.000243696,0.000243696
71,128.071,0.67617,0.41242,0.87892,0.85231,0.85101,0.88154,0.63151,1.00579,0.64458,1.07873,0.000236083,0.000236083,0.000236083
72,129.9,0.66476,0.41203,0.88276,0.81248,0.87487,0.86403,0.61114,0.98597,0.64463,1.06439,0.00022847,0.00022847,0.00022847
73,131.707,0.68175,0.41641,0.87779,0.8248,0.87441,0.8653,0.60991,0.97697,0.64646,1.05859,0.000220857,0.000220857,0.000220857
74,133.47,0.66116,0.42055,0.88555,0.88123,0.832,0.87719,0.62445,0.98802,0.64838,1.05495,0.000213244,0.000213244,0.000213244
75,135.17,0.63767,0.3996,0.87052,0.88859,0.83768,0.8773,0.62498,0.99152,0.62506,1.04604,0.000205631,0.000205631,0.000205631
76,136.954,0.63949,0.40051,0.88536,0.88549,0.85142,0.87252,0.61892,0.98774,0.61885,1.0539,0.000198018,0.000198018,0.000198018
77,138.817,0.63807,0.39769,0.87465,0.87924,0.86042,0.87167,0.61735,0.98465,0.61793,1.05728,0.000190404,0.000190404,0.000190404
78,140.643,0.63079,0.39107,0.87812,0.88008,0.86345,0.86677,0.62462,0.9785,0.61117,1.04305,0.000182791,0.000182791,0.000182791
79,142.547,0.63062,0.40493,0.87412,0.87954,0.85529,0.86899,0.63053,0.97405,0.61011,1.04711,0.000175178,0.000175178,0.000175178
80,144.346,0.62943,0.39765,0.87914,0.86344,0.8615,0.87094,0.62252,0.97059,0.60531,1.04954,0.000167565,0.000167565,0.000167565
81,146.218,0.60866,0.38369,0.8722,0.86171,0.85797,0.86829,0.62185,0.96205,0.60108,1.04092,0.000159952,0.000159952,0.000159952
82,148.077,0.59862,0.38087,0.87286,0.86281,0.85436,0.86678,0.61666,0.96978,0.60333,1.03948,0.000152339,0.000152339,0.000152339
83,149.857,0.62736,0.39513,0.87427,0.86776,0.8534,0.86896,0.61878,0.97382,0.60067,1.03705,0.000144726,0.000144726,0.000144726
84,151.626,0.60958,0.38529,0.8749,0.88922,0.84554,0.86869,0.61789,0.97339,0.59988,1.03847,0.000137113,0.000137113,0.000137113
85,153.391,0.60239,0.37977,0.86753,0.883,0.84613,0.86945,0.61857,0.97333,0.60719,1.0408,0.0001295,0.0001295,0.0001295
86,155.256,0.65863,0.40454,0.88569,0.8617,0.85743,0.86779,0.62469,0.9758,0.6112,1.04578,0.000121887,0.000121887,0.000121887
87,157.162,0.60721,0.38223,0.86432,0.85389,0.85767,0.87297,0.62283,0.97349,0.61678,1.04743,0.000114273,0.000114273,0.000114273
88,158.928,0.60631,0.3814,0.85865,0.85674,0.86215,0.86965,0.61914,0.97502,0.63062,1.05045,0.00010666,0.00010666,0.00010666
89,160.723,0.58749,0.38312,0.86054,0.8701,0.84501,0.86632,0.61636,0.9835,0.63085,1.05574,9.90472e-05,9.90472e-05,9.90472e-05
90,162.517,0.57766,0.36429,0.85535,0.87153,0.84809,0.87274,0.62121,0.98174,0.61945,1.05569,9.14341e-05,9.14341e-05,9.14341e-05
91,164.669,0.59505,0.38142,0.84516,0.85294,0.86119,0.87199,0.61897,0.97895,0.60948,1.04853,8.3821e-05,8.3821e-05,8.3821e-05
92,166.472,0.60133,0.38827,0.85203,0.87229,0.8439,0.87347,0.61475,0.98078,0.60677,1.04589,7.62079e-05,7.62079e-05,7.62079e-05
93,168.24,0.56839,0.35369,0.84278,0.88654,0.84242,0.87346,0.62108,0.97903,0.60659,1.05017,6.85948e-05,6.85948e-05,6.85948e-05
94,169.982,0.56946,0.35384,0.84449,0.86114,0.85352,0.87076,0.61541,0.98406,0.61044,1.0602,6.09817e-05,6.09817e-05,6.09817e-05
95,171.736,0.55826,0.34452,0.84306,0.86559,0.84834,0.86972,0.6159,0.98216,0.6165,1.06581,5.33686e-05,5.33686e-05,5.33686e-05
96,173.508,0.53861,0.34479,0.84014,0.86013,0.85127,0.87037,0.61609,0.9759,0.61782,1.06345,4.57555e-05,4.57555e-05,4.57555e-05
97,175.272,0.54411,0.34172,0.83286,0.86691,0.84479,0.87195,0.61882,0.97519,0.61329,1.05961,3.81424e-05,3.81424e-05,3.81424e-05
98,177.038,0.5607,0.3511,0.84662,0.86464,0.84564,0.87151,0.62286,0.97081,0.61387,1.05794,3.05293e-05,3.05293e-05,3.05293e-05
99,178.808,0.54726,0.33743,0.84347,0.86181,0.84659,0.86927,0.62157,0.974,0.61082,1.05964,2.29162e-05,2.29162e-05,2.29162e-05
100,180.568,0.54741,0.34482,0.85724,0.86538,0.84695,0.86686,0.62075,0.97459,0.61176,1.06069,1.53031e-05,1.53031e-05,1.53031e-05
