epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,19.2308,0.56187,9.16316,0.56561,0.50727,1.06019,0.74685,1,0.94389,0.38807,0,0,0,0,1.91549,10.442,0.65958,1.29694,2.01908,0.00076755,0.00076755,0.00076755
27,19.965,0.62245,9.07621,0.58007,0.5424,1.10922,0.45067,0.85714,0.46132,0.09615,0,0,0,0,2.68443,10.7326,0.66152,3.5151,2.80454,0.000787156,0.000787156,0.000787156
28,20.6783,0.55101,9.63179,0.57478,0.40779,1.0349,0.45067,0.85714,0.46132,0.09615,0,0,0,0,2.68443,10.7326,0.66152,3.5151,2.80454,0.00080597,0.00080597,0.00080597
29,21.4102,0.53001,8.67257,0.5526,0.45542,1.05407,0.36028,1,0.495,0.07346,0,0,0,0,2.89218,11.1125,0.67499,5.37202,2.76455,0.000823992,0.000823992,0.000823992
30,22.1704,0.66929,9.14397,0.5683,0.4911,1.09189,0.24872,0.85714,0.40601,0.09408,0,0,0,0,2.37304,10.878,0.67315,4.87656,2.43846,0.000841222,0.000841222,0.000841222
31,22.9128,0.65883,8.3957,0.54017,0.59722,1.1024,0.24872,0.85714,0.40601,0.09408,0,0,0,0,2.37304,10.878,0.67315,4.87656,2.43846,0.00085766,0.00085766,0.00085766
32,23.6474,0.58031,9.16922,0.55145,0.47171,1.09922,0.42725,1,0.58387,0.33822,0,0,0,0,1.2046,10.589,0.66289,2.65217,1.31454,0.000873306,0.000873306,0.000873306
33,24.4057,0.51072,9.48091,0.56158,0.40681,1.00352,0.69431,0.97561,0.824,0.69096,0,0,0,0,0.99819,10.6464,0.66138,1.491,1.2759,0.00088816,0.00088816,0.00088816
34,25.1466,0.59203,10.2689,0.55443,0.52735,1.1325,0.69431,0.97561,0.824,0.69096,0,0,0,0,0.99819,10.6464,0.66138,1.491,1.2759,0.000902222,0.000902222,0.000902222
35,25.8873,0.54341,7.91227,0.53362,0.44215,1.06367,0.71939,1,0.96389,0.74483,0,0,0,0,1.11942,10.9598,0.68339,1.35492,1.58866,0.000915492,0.000915492,0.000915492
36,26.6346,0.60443,9.60832,0.55687,0.47881,1.08051,0.77007,0.85714,0.86246,0.65941,0,0,0,0,1.07468,11.1696,0.76384,1.48729,1.46703,0.00092797,0.00092797,0.00092797
37,27.388,0.64372,8.60036,0.5223,0.53043,1.09361,0.77007,0.85714,0.86246,0.65941,0,0,0,0,1.07468,11.1696,0.76384,1.48729,1.46703,0.000939656,0.000939656,0.000939656
38,28.1107,0.55551,8.12417,0.50727,0.44827,1.0875,0.47081,0.7654,0.74315,0.48295,0,0,0,0,1.00335,11.2435,0.69874,2.04761,1.33606,0.00095055,0.00095055,0.00095055
39,28.8593,0.59218,8.54421,0.52602,0.51742,1.04955,0.58368,0.85714,0.81076,0.46542,0,0,0,0,1.61075,11.2272,0.68113,1.87328,2.53982,0.000960652,0.000960652,0.000960652
40,29.5759,0.61533,8.29167,0.52109,0.53187,1.08099,0.58368,0.85714,0.81076,0.46542,0,0,0,0,1.61075,11.2272,0.68113,1.87328,2.53982,0.000969962,0.000969962,0.000969962
41,30.293,0.57531,9.88956,0.52247,0.45231,1.01236,0.54059,0.57143,0.61476,0.36965,0,0,0,0,1.70533,11.1527,0.69649,1.78892,2.35563,0.00097848,0.00097848,0.00097848
42,31.0431,0.57689,9.52248,0.53371,0.46037,1.05378,0.42606,0.85714,0.42897,0.2733,0,0,0,0,1.5787,11.4059,0.71796,1.93222,1.93471,0.000986206,0.000986206,0.000986206
43,31.7641,0.46095,9.24403,0.4982,0.37209,0.99304,0.42606,0.85714,0.42897,0.2733,0,0,0,0,1.5787,11.4059,0.71796,1.93222,1.93471,0.00099314,0.00099314,0.00099314
44,32.5178,0.51782,9.681,0.53632,0.4468,1.05974,0.568,1,0.59467,0.45086,0,0,0,0,0.81294,11.1702,0.71649,1.29313,1.06376,0.000999282,0.000999282,0.000999282
45,33.2398,0.52258,9.02548,0.52148,0.38845,1.0263,0.568,1,0.59467,0.45086,0,0,0,0,0.81294,11.1702,0.71649,1.29313,1.06376,0.00100463,0.00100463,0.00100463
46,33.9848,0.49897,8.87116,0.52811,0.412,1.04033,0.53978,0.85714,0.5712,0.44415,0,0,0,0,0.8542,11.4069,0.74864,1.35763,1.07354,0.00100919,0.00100919,0.00100919
47,34.7055,0.46259,9.09357,0.53073,0.36984,0.97236,0.53978,0.85714,0.5712,0.44415,0,0,0,0,0.8542,11.4069,0.74864,1.35763,1.07354,0.00101296,0.00101296,0.00101296
48,35.4588,0.53003,8.6592,0.52198,0.4675,1.01984,0.66498,0.85714,0.68456,0.35341,0,0,0,0,1.08079,11.1889,0.7788,1.44615,1.25963,0.00101593,0.00101593,0.00101593
49,36.2063,0.53951,8.48257,0.5255,0.37786,1.03712,0.66498,0.85714,0.68456,0.35341,0,0,0,0,1.08079,11.1889,0.7788,1.44615,1.25963,0.00101811,0.00101811,0.00101811
50,36.9712,0.60935,8.80879,0.52885,0.49685,1.09342,0.66743,0.85714,0.825,0.32557,0,0,0,0,2.40401,10.9345,0.77472,1.78505,2.24724,0.0010195,0.0010195,0.0010195
51,37.6999,0.5299,9.34877,0.51783,0.40535,1.01507,0.66743,0.85714,0.825,0.32557,0,0,0,0,2.40401,10.9345,0.77472,1.78505,2.24724,0.00101,0.00101,0.00101
52,38.4387,0.50798,9.17555,0.50626,0.45259,1.03657,0.71779,0.85714,0.6971,0.22453,0,0,0,0,2.41525,10.6661,0.75023,2.42617,2.32882,0.0009902,0.0009902,0.0009902
53,39.1658,0.54467,8.52086,0.50992,0.42025,1.0344,0.71779,0.85714,0.6971,0.22453,0,0,0,0,2.41525,10.6661,0.75023,2.42617,2.32882,0.0009704,0.0009704,0.0009704
54,39.9188,0.61462,8.24122,0.48347,0.4799,1.06014,0.73417,0.85714,0.75909,0.49446,0,0,0,0,1.21034,10.6244,0.73864,2.06571,1.25718,0.0009506,0.0009506,0.0009506
55,40.6374,0.50011,8.5616,0.4846,0.41179,1.01739,0.73417,0.85714,0.75909,0.49446,0,0,0,0,1.21034,10.6244,0.73864,2.06571,1.25718,0.0009308,0.0009308,0.0009308
56,41.3886,0.51635,8.5927,0.51007,0.36603,0.97039,0.66475,1,0.8455,0.55083,0,0,0,0,1.257,10.4671,0.74053,1.55337,1.30871,0.000911,0.000911,0.000911
57,42.1107,0.45182,9.284,0.52281,0.38029,0.94059,0.66475,1,0.8455,0.55083,0,0,0,0,1.257,10.4671,0.74053,1.55337,1.30871,0.0008912,0.0008912,0.0008912
58,42.851,0.4901,8.68674,0.47372,0.43805,1.02113,0.69649,0.98497,0.89157,0.57054,0,0,0,0,1.16479,10.7968,0.74764,1.32784,1.2287,0.0008714,0.0008714,0.0008714
59,43.5694,0.56585,8.56755,0.48182,0.43702,1.02309,0.69649,0.98497,0.89157,0.57054,0,0,0,0,1.16479,10.7968,0.74764,1.32784,1.2287,0.0008516,0.0008516,0.0008516
60,44.3158,0.4513,9.62878,0.52979,0.37989,0.98248,0.87055,0.96444,0.9775,0.7767,0,0,0,0,0.65352,10.842,0.73414,0.76883,0.91583,0.0008318,0.0008318,0.0008318
61,45.0315,0.49311,9.03644,0.49436,0.43331,1.07552,0.87055,0.96444,0.9775,0.7767,0,0,0,0,0.65352,10.842,0.73414,0.76883,0.91583,0.000812,0.000812,0.000812
62,45.7807,0.44803,8.64759,0.51472,0.35564,0.97276,0.86424,1,0.9775,0.79468,0.0303,0.14286,0.02145,0.00215,0.69879,10.4086,0.71309,0.62496,0.99385,0.0007922,0.0007922,0.0007922
63,46.5025,0.49172,9.15283,0.5207,0.41317,1.02812,0.86424,1,0.9775,0.79468,0.0303,0.14286,0.02145,0.00215,0.69879,10.4086,0.71309,0.62496,0.99385,0.0007724,0.0007724,0.0007724
64,47.2374,0.48655,8.14569,0.48883,0.43291,0.99983,0.86621,1,0.9425,0.80813,0.02273,0.14286,0.01628,0.00163,0.68417,10.1461,0.7156,0.61203,0.98216,0.0007526,0.0007526,0.0007526
65,47.9494,0.54029,8.91056,0.47987,0.40827,1.07896,0.86621,1,0.9425,0.80813,0.02273,0.14286,0.01628,0.00163,0.68417,10.1461,0.7156,0.61203,0.98216,0.0007328,0.0007328,0.0007328
66,48.7188,0.43463,8.15937,0.49033,0.37158,0.96765,0.98499,1,0.995,0.84614,0.14093,0.14286,0.03237,0.01295,0.67108,10.1257,0.72439,0.51623,0.88909,0.000713,0.000713,0.000713
67,49.4887,0.5266,8.3606,0.46283,0.41738,0.99338,0.98499,1,0.995,0.84614,0.14093,0.14286,0.03237,0.01295,0.67108,10.1257,0.72439,0.51623,0.88909,0.0006932,0.0006932,0.0006932
68,50.3209,0.52324,8.41997,0.48107,0.4492,1.05547,0.98086,1,0.995,0.79133,0.14167,0.14286,0.03648,0.0126,0.83709,9.87768,0.70888,0.6362,1.02683,0.0006734,0.0006734,0.0006734
69,51.0707,0.44885,8.15016,0.49819,0.37332,0.9527,0.98086,1,0.995,0.79133,0.14167,0.14286,0.03648,0.0126,0.83709,9.87768,0.70888,0.6362,1.02683,0.0006536,0.0006536,0.0006536
70,51.8521,0.47674,8.16391,0.4801,0.41735,1.02787,0.98067,1,0.995,0.85447,0.14241,0.14286,0.0369,0.00738,0.69268,9.66297,0.69245,0.48733,0.99506,0.0006338,0.0006338,0.0006338
71,52.6414,0.44843,9.30544,0.52926,0.32899,1.00973,0.98067,1,0.995,0.85447,0.14241,0.14286,0.0369,0.00738,0.69268,9.66297,0.69245,0.48733,0.99506,0.000614,0.000614,0.000614
72,53.4439,0.46275,8.33757,0.45631,0.41086,1.03494,0.99013,1,0.995,0.87452,0.1425,0.14286,0.04552,0.00455,0.65635,9.66646,0.67912,0.43584,0.93065,0.0005942,0.0005942,0.0005942
73,54.2288,0.41573,8.80998,0.4676,0.39821,1.01789,0.99013,1,0.995,0.87452,0.1425,0.14286,0.04552,0.00455,0.65635,9.66646,0.67912,0.43584,0.93065,0.0005744,0.0005744,0.0005744
74,55.0229,0.42163,7.83705,0.47962,0.36937,0.94953,0.98925,1,0.995,0.89466,0,0,0,0,0.66862,10.0743,0.6806,0.40073,0.85272,0.0005546,0.0005546,0.0005546
75,55.7913,0.45919,8.9135,0.49767,0.44579,1.02868,0.98925,1,0.995,0.89466,0,0,0,0,0.66862,10.0743,0.6806,0.40073,0.85272,0.0005348,0.0005348,0.0005348
76,56.586,0.44389,8.52125,0.46536,0.36699,1.00703,0.98725,1,0.995,0.8781,0,0,0,0,0.70451,10.5374,0.69211,0.40983,0.83551,0.000515,0.000515,0.000515
77,57.3055,0.46618,8.64949,0.48778,0.35493,1.01063,0.98725,1,0.995,0.8781,0,0,0,0,0.70451,10.5374,0.69211,0.40983,0.83551,0.0004952,0.0004952,0.0004952
78,58.0443,0.43573,8.35869,0.52631,0.34754,0.93916,0.97727,1,0.995,0.90764,0,0,0,0,0.65311,10.275,0.69539,0.48337,0.81164,0.0004754,0.0004754,0.0004754
79,58.8215,0.41699,8.31098,0.48985,0.33203,0.94765,0.97727,1,0.995,0.90764,0,0,0,0,0.65311,10.275,0.69539,0.48337,0.81164,0.0004556,0.0004556,0.0004556
80,59.6107,0.49247,8.16566,0.47441,0.38862,1.09984,0.95302,1,0.995,0.92004,0.23753,0.14286,0.15652,0.01565,0.61553,10.0249,0.69978,0.5308,0.83716,0.0004358,0.0004358,0.0004358
81,60.4102,0.39725,8.29918,0.502,0.33105,0.95557,0.95302,1,0.995,0.92004,0.23753,0.14286,0.15652,0.01565,0.61553,10.0249,0.69978,0.5308,0.83716,0.000416,0.000416,0.000416
82,61.2151,0.38828,8.30591,0.46592,0.30393,0.98422,0.95123,1,0.995,0.85138,0.24712,0.14286,0.1554,0.01554,0.66027,10.0792,0.70308,0.50332,0.88673,0.0003962,0.0003962,0.0003962
83,61.9546,0.49347,7.58897,0.50792,0.37927,1.01295,0.95123,1,0.995,0.85138,0.24712,0.14286,0.1554,0.01554,0.66027,10.0792,0.70308,0.50332,0.88673,0.0003764,0.0003764,0.0003764
84,62.7138,0.46447,8.67463,0.4683,0.36583,1.01432,0.98295,1,0.995,0.87028,0,0,0,0,0.70956,10.2443,0.71949,0.5052,0.9094,0.0003566,0.0003566,0.0003566
85,63.4261,0.38487,7.5082,0.47298,0.28779,0.95614,0.98295,1,0.995,0.87028,0,0,0,0,0.70956,10.2443,0.71949,0.5052,0.9094,0.0003368,0.0003368,0.0003368
86,64.1774,0.3609,8.25012,0.49475,0.32053,0.93853,0.99196,1,0.995,0.87593,0,0,0,0,0.76972,10.3336,0.72867,0.46124,0.93693,0.000317,0.000317,0.000317
87,64.888,0.3626,7.70855,0.46046,0.32589,0.94301,0.99196,1,0.995,0.87593,0,0,0,0,0.76972,10.3336,0.72867,0.46124,0.93693,0.0002972,0.0002972,0.0002972
88,65.6315,0.43621,8.3635,0.4949,0.35314,0.98241,0.99225,1,0.995,0.89243,0.23317,0.14286,0.08773,0.00877,0.79156,10.0324,0.73317,0.44559,0.93278,0.0002774,0.0002774,0.0002774
89,66.3494,0.36286,7.82372,0.46813,0.309,0.92435,0.99225,1,0.995,0.89243,0.23317,0.14286,0.08773,0.00877,0.79156,10.0324,0.73317,0.44559,0.93278,0.0002576,0.0002576,0.0002576
90,67.0944,0.37765,8.07611,0.47662,0.31097,0.94633,0.99186,1,0.995,0.85628,0.21844,0.14286,0.0872,0.02616,0.76755,9.47688,0.73553,0.42087,0.91128,0.0002378,0.0002378,0.0002378
91,68.1732,0.35544,9.10873,0.62723,0.39908,0.99531,0.99186,1,0.995,0.85628,0.21844,0.14286,0.0872,0.02616,0.76755,9.47688,0.73553,0.42087,0.91128,0.000218,0.000218,0.000218
92,68.9742,0.39307,8.69448,0.61358,0.44882,0.99668,0.99196,1,0.995,0.88945,0.21306,0.14286,0.16079,0.04824,0.70775,9.14793,0.72646,0.40577,0.86011,0.0001982,0.0001982,0.0001982
93,69.7447,0.33833,8.22934,0.60771,0.38825,0.95052,0.99196,1,0.995,0.88945,0.21306,0.14286,0.16079,0.04824,0.70775,9.14793,0.72646,0.40577,0.86011,0.0001784,0.0001784,0.0001784
94,70.5363,0.39101,8.44514,0.62506,0.35444,1.00597,0.99179,1,0.995,0.88324,0.21723,0.14286,0.1614,0.04842,0.671,9.01296,0.71964,0.38894,0.84034,0.0001586,0.0001586,0.0001586
95,71.291,0.34528,8.51065,0.62048,0.40335,0.94937,0.99179,1,0.995,0.88324,0.21723,0.14286,0.1614,0.04842,0.671,9.01296,0.71964,0.38894,0.84034,0.0001388,0.0001388,0.0001388
96,72.0358,0.32166,8.15718,0.58659,0.30128,0.93909,0.99173,1,0.995,0.88799,0.21747,0.14286,0.1614,0.04842,0.66879,8.96201,0.715,0.37453,0.84224,0.000119,0.000119,0.000119
97,72.7675,0.3074,8.3475,0.62121,0.29469,0.92725,0.99173,1,0.995,0.88799,0.21747,0.14286,0.1614,0.04842,0.66879,8.96201,0.715,0.37453,0.84224,9.92e-05,9.92e-05,9.92e-05
98,73.5548,0.38831,8.81025,0.61488,0.36657,0.98895,0.99152,1,0.995,0.87207,0.21585,0.14286,0.1614,0.04842,0.66562,8.92022,0.70789,0.37082,0.83181,7.94e-05,7.94e-05,7.94e-05
99,74.2793,0.34568,8.63247,0.61076,0.28997,0.95322,0.99152,1,0.995,0.87207,0.21585,0.14286,0.1614,0.04842,0.66562,8.92022,0.70789,0.37082,0.83181,5.96e-05,5.96e-05,5.96e-05
100,75.085,0.33192,8.64562,0.62778,0.28648,0.99132,0.99153,1,0.995,0.87231,0.21338,0.14286,0.16206,0.04862,0.662,8.90866,0.70429,0.36604,0.82974,3.98e-05,3.98e-05,3.98e-05
